Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
403,Zeke Nnaji\nnajize01,PF,21,DEN,38,1,16.4,2.4,4.5,0.547,0.9,1.9,0.493,1.5,2.6,0.588,0.653,1,1.6,0.613,1.4,2.2,3.7,0.3,0.3,0.3,0.5,1.9,6.8
404,Nerlens Noel\noelne01,C,27,NYK,25,11,22.5,1.3,2.4,0.533,0,0.1,0,1.3,2.3,0.561,0.533,0.8,1.2,0.7,1.9,3.7,5.6,0.9,1.2,1.2,0.8,2.7,3.4
405,Jaylen Nowell\nowelja01,SG,22,MIN,40,1,15.1,3.1,6.6,0.464,0.9,2.4,0.365,2.2,4.2,0.521,0.53,1,1.4,0.745,0.4,1.6,2,2.1,0.6,0.2,0.5,1.2,8
406,Frank Ntilikina\ntilila01,PG,23,DAL,44,5,12.9,1.5,4.1,0.378,0.7,2.1,0.34,0.8,2,0.419,0.467,0.5,0.5,0.958,0.2,1.3,1.4,1.2,0.5,0.1,0.6,1.1,4.3
407,Jusuf Nurkić\nurkiju01,C,27,POR,53,53,27.9,5.6,10.5,0.533,0.2,1,0.231,5.4,9.5,0.564,0.544,3.2,4.7,0.681,2.9,7.9,10.8,2.7,1.1,0.6,2.5,3.3,14.6
408,David Nwaba\nwabada01,SF,29,HOU,34,4,14,2,4.1,0.475,0.3,1,0.286,1.7,3.1,0.538,0.511,1,1.4,0.714,0.9,3,3.8,0.8,0.6,0.5,0.5,1.2,5.3
409,Jordan Nwora\nworajo01,SF,23,MIL,42,9,19.2,3.1,7.6,0.408,1.4,3.8,0.366,1.7,3.8,0.449,0.5,0.4,0.5,0.762,0.7,3.1,3.8,1,0.5,0.3,1,1.1,8
410,Royce O'Neale\onealro01,SF,28,UTA,51,51,31.4,2.7,5.5,0.482,1.5,3.7,0.397,1.2,1.8,0.656,0.615,0.6,0.8,0.786,0.8,4.2,5,2.5,1.2,0.5,0.9,2.4,7.5
411,Semi Ojeleye\ojelese01,PF,27,MIL,20,0,15.4,0.9,3.5,0.257,0.6,2.1,0.268,0.4,1.5,0.241,0.336,0.5,0.7,0.769,1.3,1.7,2.9,0.3,0.3,0.3,0.3,1.3,2.9
412,Chuma Okeke\okekech01,PF,23,ORL,45,10,23.6,3,7.8,0.387,1.4,4.6,0.301,1.6,3.2,0.51,0.476,0.7,0.9,0.846,0.6,3.9,4.5,1.5,1.4,0.6,0.8,1.4,8.1
413,Josh Okogie\okogijo01,SG,23,MIN,33,6,12.4,0.8,2.3,0.347,0.3,1.1,0.278,0.5,1.2,0.41,0.413,0.7,1.1,0.622,0.8,1.1,1.8,0.5,0.5,0.3,0.5,1.2,2.6
414,Onyeka Okongwu\okongon01,C,21,ATL,22,6,22.1,3.6,4.9,0.731,0,0,,3.6,4.9,0.731,0.731,1.8,2.4,0.736,2.2,3.5,5.7,1,0.7,1.5,1.1,3.3,9
415,Isaac Okoro\okorois01,SF,21,CLE,40,34,28.7,3.3,7.1,0.465,0.9,2.7,0.312,2.4,4.3,0.561,0.525,1.7,2.2,0.764,1.1,2.2,3.3,1.8,0.8,0.3,1,2.5,9.1
416,KZ Okpala\okpalkz01,PF,22,MIA,21,0,11.6,1.4,3.3,0.435,0.4,1.2,0.346,1,2,0.488,0.5,0.4,0.5,0.727,0.5,1.4,2,0.7,0.2,0.3,0.2,1.2,3.7
417,Cameron Oliver\oliveca01,SF,25,ATL,2,0,21.5,5,7.5,0.667,0.5,1.5,0.333,4.5,6,0.75,0.7,1,1.5,0.667,1,2,3,1.5,0.5,0.5,0,2.5,11.5
418,Kelly Olynyk\olynyke01,C,30,DET,17,1,20.6,3.6,9.1,0.403,1.1,3.7,0.286,2.6,5.4,0.484,0.461,1.6,2.6,0.636,1.4,3.4,4.8,3,0.9,0.6,1.6,2.7,10
419,Eugene Omoruyi\omorueu01,SF,24,DAL,4,0,4.5,0.5,1.3,0.4,0.3,0.5,0.5,0.3,0.8,0.333,0.5,0.5,1,0.5,0.5,1.3,1.8,0.5,0,0,0,0.5,1.8
420,Miye Oni\onimi01,SG,24,UTA,16,0,2.8,0.1,0.6,0.222,0.1,0.5,0.125,0.1,0.1,1,0.278,0,0.1,0,0.1,0.4,0.4,0.3,0,0,0.1,0.4,0.3
421,Cedi Osman\osmande01,SF,26,CLE,43,3,23.2,3.8,9.1,0.419,2,5.7,0.358,1.8,3.4,0.524,0.532,1.2,1.8,0.633,0.4,1.9,2.3,2,0.9,0.2,0.9,1.9,10.8
422,Daniel Oturu\oturuda01,C,22,TOR,3,0,9,1,2,0.5,0,0.3,0,1,1.7,0.6,0.5,1,1.7,0.6,0.3,1.3,1.7,0,0,0.7,0,0.3,3
423,Kelly Oubre Jr.\oubreke01,SF,26,CHO,50,11,28.5,6,13.6,0.441,2.8,8,0.351,3.2,5.6,0.571,0.545,1.8,2.6,0.688,1.1,3,4.1,1.2,1.2,0.4,1,2.5,16.6
424,Jaysean Paige\paigeja01,PG,27,DET,1,0,7,0,3,0,0,2,0,0,1,0,0,0,0,,0,1,1,1,0,0,1,2,0
425,Trayvon Palmer\palmetr01,SG,27,DET,1,0,17,0,1,0,0,0,,0,1,0,0,0,0,,0,2,2,0,0,0,1,2,0
426,Kevin Pangos\pangoke01,PG,29,CLE,24,3,6.9,0.6,1.9,0.326,0.3,1.1,0.231,0.4,0.8,0.45,0.391,0.1,0.2,0.75,0.1,0.4,0.5,1.3,0.1,0,0.3,0.5,1.6
427,Jabari Parker\parkeja01,PF,26,BOS,12,0,9.3,1.5,3.2,0.474,0.7,1.3,0.5,0.8,1.8,0.455,0.579,0.8,0.8,1,0.4,1.9,2.3,0.5,0.3,0.1,0.7,1.1,4.4
428,Eric Paschall\pascher01,PF,25,UTA,41,1,13.3,2,4.1,0.485,0.8,2.1,0.372,1.2,2,0.605,0.581,1.1,1.5,0.754,0.6,1.5,2.1,0.6,0.1,0.1,0.6,1,5.9
429,Chris Paul\paulch01,PG,36,PHO,54,54,33.3,5.7,11.6,0.489,1.1,3.1,0.339,4.6,8.5,0.544,0.534,2.6,3.2,0.83,0.3,4.2,4.5,10.5,1.9,0.3,2.4,2.1,15
430,Cameron Payne\payneca01,PG,27,PHO,40,0,20.4,4,9.8,0.404,1.1,3.4,0.336,2.8,6.4,0.44,0.462,1.4,1.7,0.864,0.4,2.4,2.8,3.6,0.6,0.3,1.8,1.9,10.5
431,Elfrid Payton\paytoel01,PG,27,PHO,34,0,11.7,1.4,3.6,0.387,0.1,0.4,0.167,1.4,3.3,0.411,0.395,0.3,0.6,0.455,0.5,1.5,2,2,0.5,0.1,1,0.9,3.2
432,Gary Payton II\paytoga02,PG,29,GSW,52,9,16.8,3,4.8,0.623,0.6,1.7,0.375,2.3,3.1,0.761,0.69,0.5,0.9,0.587,1,2.6,3.6,0.8,1.3,0.3,0.5,1.7,7.1
433,Norvel Pelle\pelleno01,C,28,UTA,3,0,6.3,1,1.7,0.6,0,0,,1,1.7,0.6,0.6,0,0,,1,1,2,0,0,0.3,0.7,0.3,2
434,Reggie Perry\perryre01,PF,21,TOT,3,0,17,1.7,3.3,0.5,0.3,0.7,0.5,1.3,2.7,0.5,0.55,0.7,0.7,1,0.7,2,2.7,0.7,0.3,0,0.3,3,4.3
434,Reggie Perry\perryre01,PF,21,POR,2,0,20.5,2,4.5,0.444,0.5,1,0.5,1.5,3.5,0.429,0.5,1,1,1,1,2.5,3.5,1,0.5,0,0.5,3,5.5
434,Reggie Perry\perryre01,PF,21,IND,1,0,10,1,1,1,0,0,,1,1,1,1,0,0,,0,1,1,0,0,0,0,3,2
435,Jamorko Pickett\pickeja01,PF,24,DET,6,0,7.8,0.2,1.7,0.1,0.2,1.2,0.143,0,0.5,0,0.15,0,0,,0.3,1.2,1.5,0.2,0,0.2,0.5,0.5,0.5
436,Theo Pinson\pinsoth01,SF,26,DAL,16,0,7.5,0.6,2,0.281,0.4,1.6,0.24,0.2,0.4,0.429,0.375,0.3,0.3,1,0.1,1.1,1.2,0.8,0.3,0.1,0.1,0.6,1.8
437,Mason Plumlee\plumlma01,C,31,CHO,47,47,25.4,3,4.7,0.631,0,0,0,3,4.7,0.636,0.631,0.7,2.2,0.34,2.5,5.3,7.8,2.9,1,0.7,1.3,3,6.7
438,Jakob Poeltl\poeltja01,C,26,SAS,45,44,28.8,5.9,9.7,0.614,0,0,,5.9,9.7,0.614,0.614,1.2,2.7,0.459,4,5.1,9,2.8,0.7,1.7,1.6,3,13.1
439,Aleksej Pokusevski\pokusal01,PF,20,OKC,38,2,15.8,2.1,5.6,0.384,0.7,2.6,0.268,1.4,3,0.482,0.445,0.2,0.4,0.5,1,3.2,4.2,1.2,0.6,0.5,1.2,1.2,5.1
440,Yves Pons\ponsyv01,SF,22,MEM,7,0,3.1,0.1,0.4,0.333,0.1,0.1,1,0,0.3,0,0.5,0,0.3,0,0.3,0.4,0.7,0,0,0,0,0.3,0.4
441,Jordan Poole\poolejo01,SG,22,GSW,49,35,29.2,5.7,12.9,0.438,2.4,7.1,0.342,3.2,5.8,0.556,0.532,2.9,3.2,0.923,0.4,2.7,3.1,3.5,0.8,0.3,2.3,2.6,16.7
442,Kevin Porter Jr.\porteke02,PG,21,HOU,37,37,29.9,4.6,11.8,0.392,2.2,5.9,0.368,2.4,5.8,0.417,0.485,2,3.2,0.619,0.7,3.2,4,6.1,1.2,0.3,3.6,2.6,13.4
443,Michael Porter Jr.\portemi01,SF,23,DEN,9,9,29.4,4.1,11.4,0.359,1.1,5.3,0.208,3,6.1,0.491,0.408,0.6,1,0.556,1,5.6,6.6,1.9,1.1,0.2,1.3,1.8,9.9
444,Otto Porter Jr.\porteot01,PF,28,GSW,45,13,21.6,3.2,6.8,0.475,1.5,3.8,0.399,1.7,2.9,0.576,0.589,0.5,0.7,0.727,1,4.2,5.1,1.6,1.1,0.5,0.5,1.3,8.5
445,Bobby Portis\portibo01,C,26,MIL,47,42,28.7,6.1,12.4,0.489,2,4.7,0.427,4.1,7.7,0.526,0.569,1.4,1.9,0.77,2.6,6.5,9.1,1.3,0.7,0.8,1.5,2.7,15.6
446,Kristaps Porziņģis\porzikr01,PF,26,DAL,34,34,29.5,6.7,14.9,0.451,1.4,5.1,0.283,5.3,9.9,0.537,0.499,4.3,5,0.865,1.9,5.8,7.7,2,0.7,1.7,1.6,2.6,19.2
447,Micah Potter\pottemi01,C,23,DET,3,0,10.3,1.7,3.7,0.455,0,0.7,0,1.7,3,0.556,0.455,0.7,0.7,1,1.3,1.7,3,0,0.3,0.3,0.3,1.3,4
448,Dwight Powell\poweldw01,C,30,DAL,55,44,20.3,2.8,4.3,0.644,0.2,0.6,0.387,2.5,3.7,0.683,0.669,1.6,2.2,0.748,2,2.4,4.4,1.1,0.5,0.4,0.8,2.5,7.4
449,Myles Powell\powelmy01,PG,24,PHI,11,0,4.7,0.5,1.5,0.294,0.1,0.5,0.167,0.4,1,0.364,0.324,0.2,0.2,1,0.1,0.5,0.5,0.3,0.1,0,0.3,0.7,1.2
450,Norman Powell\powelno01,SF-SG,28,TOT,42,40,32.9,6.2,13.6,0.46,2.3,5.7,0.408,3.9,7.9,0.497,0.546,4,5,0.808,0.4,2.8,3.2,2.1,1,0.5,1.5,2.3,18.8
450,Norman Powell\powelno01,SF,28,POR,40,39,33.3,6.2,13.6,0.456,2.3,5.7,0.406,3.9,7.8,0.492,0.542,4,5,0.803,0.4,2.9,3.3,2.1,1,0.4,1.6,2.3,18.7
450,Norman Powell\powelno01,SG,28,LAC,2,1,23.5,7.5,14,0.536,2.5,5.5,0.455,5,8.5,0.588,0.625,4.5,5,0.9,0.5,1,1.5,3,0.5,1,1.5,3,22
451,Joshua Primo\primojo01,SG,19,SAS,26,4,15.4,1.7,4.7,0.364,0.8,2.4,0.317,0.9,2.2,0.414,0.446,0.5,0.7,0.778,0.6,1,1.7,1.4,0.3,0.5,1,1,4.7
452,Taurean Prince\princta02,PF,27,MIN,44,8,15.6,2.1,4.5,0.455,1.1,2.8,0.393,1,1.8,0.551,0.575,0.6,0.8,0.757,0.4,2,2.4,0.9,0.6,0.2,0.7,1.5,5.9
453,Payton Pritchard\pritcpa01,SG,24,BOS,45,2,12.2,1.8,4.6,0.385,1,2.8,0.371,0.7,1.8,0.407,0.498,0.3,0.3,1,0.3,1.3,1.6,1.7,0.2,0.1,0.6,0.9,4.8
454,Trevelin Queen\queentr01,SG,24,HOU,8,0,8.6,1.6,3.6,0.448,1,2.8,0.364,0.6,0.9,0.714,0.586,0.4,0.4,1,0.6,1.1,1.8,0.4,0.6,0,0.9,0.8,4.6
455,Neemias Queta\quetane01,C,22,SAC,10,0,5.6,0.9,2.3,0.391,0,0,,0.9,2.3,0.391,0.391,0.3,0.5,0.6,1.1,0.8,1.9,0.4,0.1,0.4,0.4,1.1,2.1
456,Immanuel Quickley\quickim01,PG,22,NYK,51,2,21.7,3.2,8.6,0.367,1.6,4.9,0.331,1.5,3.7,0.415,0.461,1.6,1.8,0.912,0.3,2,2.3,3,0.6,0.1,1.3,2.3,9.6
457,Jahmi'us Ramsey\ramseja01,SG,20,SAC,19,0,7.1,1.3,3.1,0.414,0.3,0.9,0.278,1,2.1,0.475,0.457,0.4,0.7,0.5,0.2,0.5,0.7,0.4,0.1,0.1,0.3,0.5,3.2
458,Julius Randle\randlju01,PF,27,NYK,53,53,35.4,6.9,16.5,0.42,1.7,5.4,0.31,5.3,11.1,0.473,0.47,3.6,4.8,0.752,1.9,8.1,9.9,5.1,0.8,0.6,3.5,2.8,19.1
459,Austin Reaves\reaveau01,SG,23,LAL,37,0,21.1,2,4.2,0.471,0.8,2.4,0.322,1.2,1.8,0.672,0.564,1.1,1.4,0.824,0.6,2,2.6,1.2,0.3,0.2,0.5,1.4,5.9
460,Cam Reddish\reddica01,SF,22,TOT,39,7,21.7,3.6,9.2,0.396,1.5,4.2,0.364,2.1,5.1,0.421,0.478,2.1,2.3,0.912,0.5,1.8,2.3,1,0.9,0.3,1.2,1.2,10.9
460,Cam Reddish\reddica01,SF,22,ATL,34,7,23.4,4.1,10.1,0.402,1.7,4.5,0.379,2.4,5.6,0.421,0.487,2.1,2.4,0.9,0.6,1.9,2.5,1.1,1,0.3,1.3,1.3,11.9
460,Cam Reddish\reddica01,SF,22,NYK,5,0,10,0.8,3.2,0.25,0.2,1.8,0.111,0.6,1.4,0.429,0.281,2.2,2.2,1,0.2,1.2,1.4,0,0.4,0.2,0.8,0.2,4
461,Davon Reed\reedda01,SG,26,DEN,28,3,14.3,1.6,3.4,0.474,0.8,1.9,0.434,0.8,1.5,0.524,0.595,0.1,0.2,0.8,0.4,2.3,2.6,1,0.6,0.1,0.3,1.4,4.2
462,Paul Reed\reedpa01,C,22,PHI,21,2,8.8,1,2,0.465,0,0.2,0,1,1.9,0.513,0.465,0.1,0.4,0.375,1,1.3,2.2,0.5,0.6,0.5,0.3,1.3,2
463,Naz Reid\reidna01,C,22,MIN,52,5,16,3,6.4,0.467,0.8,2.2,0.345,2.2,4.2,0.532,0.527,1.4,2,0.728,1.5,2.4,3.9,0.8,0.4,1,1.1,2.2,8.2
464,Nick Richards\richani01,C,24,CHO,40,5,8.5,1.4,2,0.679,0,0,,1.4,2,0.679,0.679,0.8,1,0.732,0.8,1.3,2,0.3,0.2,0.5,0.5,1.2,3.5
465,Josh Richardson\richajo01,SG,28,BOS,44,0,24.7,3.5,7.8,0.443,1.4,3.5,0.397,2,4.3,0.481,0.534,1.4,1.6,0.859,0.6,2.3,2.8,1.5,0.8,0.5,0.9,1.9,9.7
466,Austin Rivers\riverau01,SG,29,DEN,40,13,21.1,2.2,5.5,0.406,1.3,3.6,0.352,1,1.9,0.514,0.523,0.5,0.7,0.704,0.3,1.3,1.6,1.1,0.7,0.1,0.8,1.6,6.2
467,Duncan Robinson\robindu01,SG,27,MIA,52,47,27.4,3.9,10,0.394,3,8.4,0.362,0.9,1.6,0.566,0.546,0.7,0.9,0.822,0.4,2.7,3,1.5,0.6,0.2,0.9,2.6,11.6
468,Justin Robinson\robinju01,PG,24,TOT,25,0,12.2,1.1,3.7,0.301,0.7,2.4,0.295,0.4,1.3,0.313,0.398,0.2,0.3,0.5,0.2,0.7,0.8,1.3,0.4,0,0.7,1.1,3.1
468,Justin Robinson\robinju01,PG,24,MIL,17,0,11.6,1.1,3.4,0.316,0.6,2.2,0.27,0.5,1.2,0.4,0.404,0.1,0.1,1,0.1,0.6,0.8,1.2,0.5,0,0.6,1,2.8
468,Justin Robinson\robinju01,PG,24,SAC,3,0,5,0.3,2.7,0.125,0,1,0,0.3,1.7,0.2,0.125,0,0,,0,0.3,0.3,0.7,0,0,0.3,0.7,0.7
468,Justin Robinson\robinju01,PG,24,DET,5,0,18.2,1.8,5.6,0.321,1.6,4.2,0.381,0.2,1.4,0.143,0.464,0.4,1.2,0.333,0.4,1,1.4,1.8,0.2,0.2,1,1.6,5.6
469,Mitchell Robinson\robinmi01,C,23,NYK,49,40,25.4,3.6,4.7,0.781,0,0,,3.6,4.7,0.781,0.781,1.3,2.6,0.516,3.8,4.9,8.7,0.5,0.6,1.6,0.8,2.7,8.6
470,Jeremiah Robinson-Earl\robinje02,C,21,OKC,44,36,23,2.7,6.6,0.401,1.1,3.4,0.333,1.5,3.2,0.472,0.486,0.7,1,0.714,1.6,4.2,5.8,1,0.6,0.3,0.8,1.7,7.1
471,Isaiah Roby\robyis01,PF,23,OKC,18,5,13.7,2.6,4.7,0.56,0.6,1.2,0.5,2,3.4,0.581,0.625,0.9,1.2,0.762,1.1,2.2,3.3,0.7,0.2,0.3,0.8,1.4,6.7
472,Rajon Rondo\rondora01,PG,35,TOT,29,0,17.8,1.7,4.8,0.343,0.7,2.3,0.313,0.9,2.5,0.37,0.418,0.5,0.6,0.824,0.4,2.4,2.9,4.1,0.8,0.2,1.9,1.5,4.5
472,Rajon Rondo\rondora01,PG,35,LAL,18,0,16.1,1.3,3.9,0.324,0.4,1.7,0.267,0.8,2.3,0.366,0.38,0.1,0.1,0.5,0.6,2.2,2.7,3.7,0.7,0.3,1.9,1.4,3.1
472,Rajon Rondo\rondora01,PG,35,CLE,11,0,20.5,2.3,6.3,0.362,1.2,3.4,0.351,1.1,2.9,0.375,0.457,1.2,1.4,0.867,0.3,2.9,3.2,4.7,0.9,0,1.8,1.7,6.9
473,Derrick Rose\rosede01,PG,33,NYK,26,4,24.5,4.7,10.5,0.445,1.4,3.5,0.402,3.3,7,0.467,0.513,1.2,1.2,0.968,0.8,2.2,3,4,0.8,0.5,1.5,0.6,12
474,Terrence Ross\rosste01,SG,30,ORL,47,0,24.5,3.7,9.3,0.405,1.3,4.3,0.308,2.4,5,0.487,0.476,2.1,2.4,0.874,0.3,2.3,2.6,2,0.5,0.3,1.4,1.2,10.9
475,Terry Rozier\roziete01,SG,27,CHO,47,47,33.3,6.8,15.7,0.43,3,8.1,0.366,3.8,7.6,0.497,0.524,1.9,2.3,0.806,0.7,3.5,4.2,4,1.1,0.3,1.3,1.4,18.4
476,Ricky Rubio\rubiori01,PG,31,CLE,34,8,28.5,4.4,12.1,0.363,1.7,5.1,0.339,2.6,7,0.38,0.434,2.6,3,0.854,0.4,3.7,4.1,6.6,1.4,0.2,2.6,2.2,13.1
477,D'Angelo Russell\russeda01,PG,25,MIN,41,41,32,6.6,16,0.412,3,8.6,0.353,3.6,7.4,0.479,0.506,2.8,3.5,0.806,0.4,3.2,3.6,7,1,0.5,2.6,2.1,19
478,Domantas Sabonis\sabondo01,C-PF,25,TOT,48,47,34.7,7.1,12.3,0.578,0.7,2.3,0.321,6.4,10,0.636,0.608,4,5.4,0.739,3.3,8.8,12.1,5,1,0.5,3.1,3.1,19
478,Domantas Sabonis\sabondo01,C,25,IND,47,46,34.7,7,12.1,0.58,0.7,2.3,0.324,6.3,9.9,0.639,0.61,4.1,5.5,0.74,3.3,8.8,12.1,5,1,0.5,3,3.1,18.9
478,Domantas Sabonis\sabondo01,PF,25,SAC,1,1,33,10,19,0.526,0,1,0,10,18,0.556,0.526,2,3,0.667,5,9,14,5,1,0,4,4,22
479,Olivier Sarr\sarrol01,C,22,OKC,2,0,7,0.5,1.5,0.333,0,0.5,0,0.5,1,0.5,0.333,1,1,1,0,2.5,2.5,0,0,1,0,0.5,2
480,Tomáš Satoranský\satorto01,SG,30,NOP,32,3,15,1,3.3,0.299,0.2,1,0.161,0.8,2.4,0.355,0.322,0.6,0.8,0.76,0.6,1.4,2,2.4,0.4,0,0.7,1,2.8
481,Jordan Schakel\schakjo01,SG,23,WAS,2,0,7,0,3,0,0,1.5,0,0,1.5,0,0,0,0,,1,0.5,1.5,0,0,0,0,0,0
482,Admiral Schofield\schofad01,SF,24,ORL,20,1,11.8,1.4,2.8,0.491,0.6,1.7,0.333,0.8,1.1,0.727,0.591,0.2,0.3,0.6,0.3,1.9,2.2,0.8,0.1,0.2,0.6,1.4,3.4
483,Dennis Schröder\schrode01,SG,28,BOS,49,25,29.2,5.2,11.9,0.44,1.4,3.9,0.349,3.9,8,0.485,0.497,2.5,3,0.848,0.6,2.8,3.3,4.2,0.8,0.1,2.1,2.4,14.4
484,Tre Scott\scotttr01,SF,25,CLE,2,0,5.5,1.5,3,0.5,0,0.5,0,1.5,2.5,0.6,0.5,0,0,,0.5,0.5,1,0,0.5,0.5,0,1,3
485,Jay Scrubb\scrubja01,SG,21,LAC,18,0,6.7,1,2.6,0.391,0.3,1.2,0.286,0.7,1.4,0.48,0.457,0.4,0.6,0.7,0.1,0.8,0.9,0.4,0.2,0.2,0.4,0.5,2.7
486,Wayne Selden\seldewa01,SG,27,NYK,3,0,6.3,0.3,1.3,0.25,0.3,0.7,0.5,0,0.7,0,0.375,0.7,1.3,0.5,0,0.3,0.3,0.3,0,0,0,0.3,1.7
487,Alperen Şengün\sengual01,C,19,HOU,46,4,18.7,3.1,6.4,0.481,0.3,1.3,0.259,2.8,5.2,0.536,0.507,2.3,3.3,0.707,1.7,3,4.7,2.4,0.8,1,2,2.9,8.8
488,Collin Sexton\sextoco01,SG,23,CLE,11,11,28.7,6.2,13.7,0.45,1,4.1,0.244,5.2,9.6,0.538,0.487,2.6,3.5,0.744,1.2,2.1,3.3,2.1,0.9,0,2.8,2.3,16
489,Landry Shamet\shamela01,SG,24,PHO,45,7,19.8,2.4,6.4,0.37,1.6,4.5,0.353,0.8,2,0.409,0.493,1,1.2,0.852,0.2,1.7,1.9,1.6,0.5,0.1,0.5,1.2,7.4
490,Day'Ron Sharpe\sharpda01,PF,20,BRK,26,8,12.5,2.7,4.8,0.563,0,0.2,0.25,2.7,4.7,0.574,0.567,0.7,1.2,0.6,2.6,2.4,5,0.5,0.3,0.6,1,2.1,6.2
491,Pascal Siakam\siakapa01,PF,27,TOR,40,40,37.9,8.2,16.9,0.487,1.1,3.1,0.355,7.1,13.8,0.517,0.52,4.1,5.5,0.736,2.2,6.7,8.9,5.2,1.3,0.8,2.8,3.5,21.6
492,Chris Silva\silvach01,PF,25,TOT,10,0,9.1,0.8,1.5,0.533,0,0,,0.8,1.5,0.533,0.533,1,1.2,0.833,1.3,2.3,3.6,0.7,0,0.1,0.8,2,2.6
492,Chris Silva\silvach01,PF,25,MIN,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,0,0,0
492,Chris Silva\silvach01,PF,25,MIA,9,0,9.8,0.9,1.7,0.533,0,0,,0.9,1.7,0.533,0.533,1.1,1.3,0.833,1.4,2.4,3.9,0.8,0,0.1,0.9,2.2,2.9
493,Marko Simonovic\simonma01,C,22,CHI,9,0,3.9,0.4,1.7,0.267,0.1,0.6,0.2,0.3,1.1,0.3,0.3,0.9,1.2,0.727,0.6,0.6,1.1,0,0.1,0.1,0.2,0.7,1.9
494,Anfernee Simons\simonan01,SG,22,POR,50,23,29,5.8,13.3,0.439,2.9,7.3,0.392,3,6,0.497,0.547,1.6,1.8,0.888,0.5,2.2,2.7,3.7,0.5,0.1,1.9,1.9,16.1
495,Jericho Sims\simsje01,PF,23,NYK,17,0,6.5,0.5,0.6,0.727,0,0,,0.5,0.6,0.727,0.727,0.2,0.2,0.75,0.6,0.9,1.6,0.1,0.2,0.4,0.1,0.5,1.1
496,Deividas Sirvydis\sirvyde01,SG,21,DET,3,0,9,0.3,3.3,0.1,0.3,2.3,0.143,0,1,0,0.15,0,0,,0,2,2,0.3,1,0.3,0,1.3,1
497,Javonte Smart\smartja01,PG,22,MIL,13,1,12.3,0.8,3.3,0.256,0.3,1.4,0.222,0.5,1.9,0.28,0.302,0.4,0.5,0.833,0.3,1.2,1.5,1.1,0.3,0.2,0.7,0.8,2.4
498,Marcus Smart\smartma01,PG,27,BOS,47,47,33,4,9.8,0.414,1.5,4.8,0.316,2.5,5,0.509,0.491,1.9,2.4,0.791,0.6,3.3,4,5.4,1.8,0.3,2.1,2.5,11.5
499,Dennis Smith Jr.\smithde03,PG,24,POR,37,4,17.2,2.1,5.1,0.418,0.2,0.7,0.222,2,4.4,0.451,0.434,1.1,1.7,0.656,0.5,1.8,2.4,3.6,1.2,0.3,1.4,1.4,5.6
500,Ish Smith\smithis01,PG,33,CHO,37,1,13.8,2,5,0.395,0.3,0.7,0.4,1.7,4.3,0.394,0.422,0.3,0.5,0.632,0.3,1.2,1.5,2.6,0.5,0.3,1,0.9,4.5
501,Jalen Smith\smithja04,PF,21,PHO,29,4,13.2,2.2,4.7,0.46,0.3,1.3,0.231,1.9,3.4,0.551,0.493,1.4,1.8,0.769,1.9,2.9,4.8,0.2,0.2,0.6,0.8,1.8,6
502,Xavier Sneed\sneedxa01,SF,24,MEM,2,0,4,0,1,0,0,1,0,0,0,,0,0,0,,0.5,0.5,1,0,0,0,0,1,0
503,Tony Snell\snellto01,SG,30,POR,38,10,14.4,0.9,2.6,0.371,0.6,2,0.32,0.3,0.6,0.545,0.495,0.1,0.1,1,0.3,1.6,1.9,0.5,0.2,0.2,0.3,1.2,2.6
504,Jaden Springer\sprinja01,SG,19,PHI,2,0,3,0.5,0.5,1,0,0,,0.5,0.5,1,1,0,0,,0.5,0.5,1,0,0,1,0.5,0,1
505,Cassius Stanley\stanlca01,SG,22,DET,9,1,17.2,2.1,5.1,0.413,0.4,1.9,0.235,1.7,3.2,0.517,0.457,1.1,1.1,1,0.6,1.6,2.1,0.4,0.6,0.2,0.7,1.9,5.8
506,Nik Stauskas\stausni01,SG,28,MIA,2,0,12,1.5,4,0.375,1,2,0.5,0.5,2,0.25,0.5,1.5,2,0.75,0.5,1,1.5,0.5,0,0,0,0.5,5.5
507,Lance Stephenson\stephla01,SG-SF,31,TOT,26,1,17.1,3,6.7,0.451,0.5,2.1,0.259,2.5,4.6,0.538,0.491,1.3,1.6,0.786,0.4,2.5,2.9,3.7,0.4,0,1.6,1.9,7.8
507,Lance Stephenson\stephla01,SF,31,ATL,6,0,11.7,0.8,2.2,0.385,0,0.5,0,0.8,1.7,0.5,0.385,0.2,0.3,0.5,0.2,2.3,2.5,1.8,0,0,0.7,1.3,1.8
507,Lance Stephenson\stephla01,SG,31,IND,20,1,18.8,3.7,8,0.456,0.7,2.6,0.275,3,5.5,0.541,0.5,1.6,2,0.8,0.5,2.6,3.1,4.3,0.5,0.1,1.9,2.1,9.6
508,Lamar Stevens\stevela01,PF,24,CLE,39,8,14.8,2.1,4.5,0.477,0.3,1.1,0.302,1.8,3.4,0.534,0.514,0.6,1,0.625,0.7,1.6,2.3,0.6,0.5,0.2,0.6,1.5,5.2
509,Isaiah Stewart\stewais01,C,20,DET,46,46,26,3.5,6.7,0.518,0.1,0.5,0.125,3.4,6.2,0.551,0.523,1,1.5,0.657,3,5.5,8.5,1.1,0.3,1.1,1.3,2.9,8
