Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
338,Terance Mann\mannte01,SF,25,LAC,55,1570,12.3,0.563,0.338,0.213,5,13.5,9.3,12.1,1.1,0.3,9.9,15.1,,1.9,1.4,3.3,0.101,,-1.2,-0.1,-1.3,0.3
339,Tre Mann\manntr01,PG,20,OKC,41,792,8.7,0.483,0.459,0.142,1.6,10.1,5.8,8.1,1.7,1,9.6,20.5,,-0.7,0.7,0,0.002,,-4.3,-0.5,-4.8,-0.6
340,Boban Marjanović\marjabo01,C,33,DAL,17,98,21.1,0.632,0.053,0.281,7.8,25.9,16.7,4.6,0,1.9,14.7,34.3,,0,0.1,0.1,0.072,,-1.4,-1.1,-2.5,0
341,Lauri Markkanen\markkla01,PF,24,CLE,38,1148,14.2,0.557,0.522,0.169,4,14.6,9.5,7.4,1.3,1.6,6.3,18.9,,1.4,1.7,3.1,0.129,,0.2,0.4,0.6,0.7
342,Naji Marshall\marshna01,SF,24,NOP,29,285,10,0.471,0.4,0.368,5.3,19.4,12.2,12.3,2.3,1.3,16.6,20.1,,-0.2,0.3,0.1,0.01,,-4.5,-0.3,-4.8,-0.2
343,Caleb Martin\martica02,SF,26,MIA,44,1009,15.4,0.599,0.365,0.217,6.3,13.1,9.7,7,2.1,2.2,9.1,16.8,,1.6,1.4,3,0.144,,0.4,0.8,1.2,0.8
344,Cody Martin\martico01,SF,26,CHO,49,1334,12.6,0.554,0.369,0.259,4.7,12,8.2,12.6,2.3,1.8,11.1,12.6,,1.5,1,2.5,0.091,,-1.2,0.6,-0.6,0.5
345,Kelan Martin\martike03,SF,26,IND,27,444,10.1,0.492,0.44,0.077,3.9,9.3,6.6,7,1.4,1.8,7.5,18.3,,0,0.2,0.2,0.023,,-2.2,-0.9,-3.1,-0.1
346,Kenyon Martin Jr.\martike04,SF,21,HOU,51,999,15.4,0.582,0.285,0.261,6.4,15.6,10.9,11,1.1,2.4,8.6,16.9,,1.6,0.3,2,0.094,,0.5,-1,-0.5,0.4
347,Garrison Mathews\mathega01,SG,25,HOU,37,1014,12.4,0.622,0.83,0.395,2.2,11.6,6.9,5.6,1.2,1.2,6.2,15.4,,1.9,0.2,2.1,0.099,,-0.2,-1.6,-1.8,0
348,Dakota Mathias\mathida01,SG,26,MEM,6,16,11.4,0.5,1,0,0,13.5,6.6,8.2,3,0,0,15.5,,0,0,0,0.113,,-1.3,1.5,0.2,0
349,Wesley Matthews\matthwe02,SG,35,MIL,27,524,7.5,0.541,0.714,0.079,3.1,7.5,5.3,4.8,1.1,0.9,7.1,11.5,,0.3,0.4,0.7,0.064,,-3,-0.5,-3.5,-0.2
350,Tyrese Maxey\maxeyty01,PG,21,PHI,47,1681,16,0.566,0.261,0.231,1.1,9.9,5.6,21,1,1.4,7.5,20.3,,3.1,1.2,4.3,0.123,,1,-0.5,0.5,1.1
351,Skylar Mays\mayssk01,SG,24,ATL,21,198,14.1,0.61,0.417,0.15,2.8,10.9,6.9,11.6,1.7,0,11.1,15.9,,0.3,0.1,0.4,0.09,,0.1,-0.6,-0.5,0.1
352,Miles McBride\mcbrimi01,PG,21,NYK,21,151,5.9,0.318,0.534,0.069,1.4,10.1,5.7,22.5,2.7,0.7,4.8,18.3,,-0.3,0.2,-0.1,-0.029,,-6.5,0.6,-5.9,-0.2
353,Mac McClung\mccluma01,PG,23,CHI,1,3,9,1,0,0,0,0,0,0,0,0,50,29.3,,0,0,0,-0.25,,-6.6,-8.6,-15.2,0
354,CJ McCollum\mccolcj01,SG,30,POR,36,1267,16.4,0.532,0.435,0.102,2.9,10.6,6.6,22.2,1.4,1.6,9.2,26.3,,1.1,0.4,1.6,0.059,,2,-1.7,0.3,0.7
355,T.J. McConnell\mccontj01,PG,29,IND,24,581,15.6,0.536,0.138,0.083,3.6,11.7,7.6,29.2,2.1,1.3,13,16,,0.9,0.4,1.3,0.109,,-0.1,1.5,1.4,0.5
356,Jaden McDaniels\mcdanja02,PF,21,MIN,52,1351,9.4,0.524,0.453,0.109,4.6,13,8.7,6.3,1.4,2.6,11.4,14.7,,0.4,1.2,1.6,0.056,,-3.3,-0.2,-3.5,-0.5
357,Jalen McDaniels\mcdanja01,SF,24,CHO,39,685,12.7,0.592,0.437,0.234,4.3,17,10.4,8.6,1.4,2.2,12.1,15.3,,0.7,0.5,1.2,0.083,,-1.9,-0.4,-2.3,-0.1
358,Doug McDermott\mcderdo01,PF,30,SAS,39,953,11.7,0.589,0.549,0.073,1.6,9,5.3,7,0.5,0.3,7.3,18.3,,1,0.3,1.3,0.066,,-0.1,-2.3,-2.4,-0.1
359,JaVale McGee\mcgeeja01,C,34,PHO,48,782,24.8,0.675,0.016,0.332,16.3,29.5,23.1,6.5,0.9,5.4,16.3,23.4,,2.1,1.7,3.7,0.229,,1.3,0.9,2.2,0.8
360,Cameron McGriff\mcgrica01,SF,24,POR,3,46,12.9,0.47,0.429,0.143,14,22,17.9,9.3,0,2.1,0,14.1,,0.1,0,0.1,0.112,,-0.6,-3.1,-3.7,0
361,Rodney McGruder\mcgruro01,SG,30,DET,29,386,10.6,0.563,0.587,0.135,4.2,12.1,7.9,9.5,1.4,0.5,9.8,13.6,,0.3,0.2,0.5,0.064,,-1.6,-0.8,-2.4,0
362,Alfonzo McKinnie\mckinal01,SF,29,CHI,17,206,5.8,0.457,0.443,0.131,7.1,10.7,8.9,3.2,0.5,1.3,9.8,15.3,,-0.1,0.1,0,-0.01,,-5.3,-3.5,-8.9,-0.4
363,JaQuori McLaughlin\mclauja01,PG,24,DAL,4,11,-2.9,0,0.5,0,0,0,0,22.4,0,0,0,8.1,,0,0,0,-0.099,,-9.3,-4.2,-13.5,0
364,Jordan McLaughlin\mclaujo01,PG,25,MIN,37,451,12.9,0.463,0.374,0.252,2,9.8,5.8,30.1,2.9,0.7,14.4,12.8,,0.5,0.5,0.9,0.1,,-2,0.8,-1.1,0.1
365,Ben McLemore\mclembe01,SG,28,POR,39,715,11.2,0.56,0.804,0.108,1.6,7.4,4.5,6.7,1,0.7,7.7,20.5,,0.5,0.1,0.5,0.037,,-0.4,-2.6,-3,-0.2
366,De'Anthony Melton\meltode01,SG,23,MEM,47,1078,14.5,0.49,0.509,0.161,4.7,16.3,10.4,16.2,3.4,2.3,12.6,20.7,,0.2,1.8,2,0.088,,-0.4,1.7,1.3,0.9
367,Sam Merrill\merrisa01,SG,25,MEM,6,58,7.9,0.485,0.958,0.167,1.8,11.1,6.4,9.2,0,0,7.2,19.8,,0,0,0,0.027,,-2,-3.7,-5.7,-0.1
368,Chimezie Metu\metuch01,C,24,SAC,39,876,13,0.515,0.424,0.178,3,25.6,14.2,7.3,1.9,2.2,10.1,18.3,,0,0.9,0.8,0.046,,-1.5,-0.1,-1.6,0.1
369,Khris Middleton\middlkh01,SF,30,MIL,44,1402,18.4,0.576,0.419,0.294,2.2,15.9,9.2,25.7,1.9,0.9,15.2,26.9,,2.1,1.7,3.8,0.128,,1.8,0,1.7,1.3
370,C.J. Miles\milescj01,SG,34,BOS,1,2,-7.9,,,,0,0,0,0,0,0,,0,,0,0,0,0.027,,-16.2,-0.2,-16.4,0
371,Patty Mills\millspa02,PG,33,BRK,53,1635,12.8,0.594,0.694,0.073,0.8,6.6,3.8,11.7,1.1,0.8,7.6,17.3,,2.3,0.6,2.9,0.087,,1.1,-1.5,-0.4,0.7
372,Paul Millsap\millspa01,PF,36,BRK,24,270,11.4,0.443,0.318,0.2,11.8,23.3,17.7,12,0.9,3.6,10.6,16.5,,0.1,0.3,0.4,0.069,,-3.4,0.3,-3.1,-0.1
373,Shake Milton\miltosh01,PG,25,PHI,27,668,12.8,0.516,0.311,0.189,2.2,11.1,6.7,17.1,1.5,1.5,10.1,20.7,,0.2,0.6,0.9,0.062,,-1.6,-0.3,-1.9,0
374,Davion Mitchell\mitchda01,PG,23,SAC,51,1330,10.7,0.479,0.41,0.081,2.2,7.3,4.8,19.7,1.3,1,9.6,19.6,,0,0.2,0.3,0.009,,-1.9,-1.6,-3.5,-0.5
375,Donovan Mitchell\mitchdo01,SG,25,UTA,43,1431,22.4,0.572,0.462,0.205,3,10.2,6.8,27.8,2.3,0.7,11.7,32.9,,3.2,1.6,4.8,0.16,,4.6,0,4.6,2.4
376,Evan Mobley\mobleev01,PF,20,CLE,47,1606,15.7,0.542,0.114,0.299,6.2,19.2,12.9,11.6,1.1,4.3,12.3,20.2,,1,2.9,3.9,0.117,,-0.9,1.7,0.8,1.1
377,Malik Monk\monkma01,SG,23,LAL,50,1358,14.5,0.602,0.559,0.148,1.7,11.1,6.4,13.7,1.2,1.3,11.3,19.2,,1.7,1,2.7,0.096,,0.6,-0.8,-0.2,0.6
378,Greg Monroe\monrogr01,C,31,TOT,8,126,17,0.523,0,0.184,15.4,21.4,18.2,16,1.5,4.6,16.3,16.6,,0.2,0.2,0.3,0.125,,-2,0.3,-1.7,0
378,Greg Monroe\monrogr01,C,31,MIN,3,63,18.8,0.617,0,0.357,8.1,27.9,17.7,24.7,1.5,6.3,19.8,13.4,,0.1,0.1,0.2,0.177,,0,4.4,4.4,0.1
378,Greg Monroe\monrogr01,C,31,WAS,2,18,25.6,0.5,0,0,43.1,17.7,30.1,9.3,2.7,4.6,20,24.6,,0,0,0.1,0.145,,0,-4.2,-4.2,0
378,Greg Monroe\monrogr01,C,31,MIL,3,45,11,0.444,0,0.125,14.4,13.7,14,6.4,1.1,2.2,10.6,18,,0,0,0,0.045,,-5.5,-3.7,-9.3,-0.1
379,Moses Moody\moodymo01,SG,19,GSW,32,306,8.5,0.517,0.6,0.179,2.6,13,8,5,0.5,1.6,6.4,15.6,,0.1,0.4,0.5,0.077,,-3.1,-1.2,-4.3,-0.2
380,Xavier Moon\moonxa01,SG,27,LAC,6,83,12.6,0.467,0.294,0.088,1.3,9.8,5.7,18.6,2.9,1,7.8,20.2,,0,0.1,0.1,0.046,,-3.5,0.6,-2.8,0
381,Matt Mooney\moonema01,SG,24,NYK,1,2,-20.2,0,1,0,0,0,0,0,25.1,0,50,44.1,,-0.1,0,0,-0.924,,-33.9,11.3,-22.6,0
382,Ja Morant\moranja01,PG,22,MEM,43,1425,24.9,0.572,0.22,0.325,4.4,14.6,9.4,35.1,1.9,1.1,13.1,33.3,,3.6,1.5,5.1,0.171,,6.1,-0.1,5.9,2.9
383,Juwan Morgan\morgaju01,PF,24,TOR,1,27,9.6,0.833,0.667,0,7.7,8.4,8,4.9,0,0,0,4.8,,0.1,0,0.1,0.134,,-2.9,-4.4,-7.3,0
384,Jaylen Morris\morrija01,SG,26,SAS,3,16,-11.5,0.129,0.333,0.667,0,13.2,6.5,14,0,0,11.4,23.2,,-0.1,0,-0.1,-0.375,,-15.6,-5.8,-21.5,-0.1
385,Marcus Morris\morrima03,PF,32,LAC,31,927,13.6,0.541,0.411,0.217,2.2,15.6,9.1,12.1,0.8,0.8,8.4,22.9,,0.6,0.9,1.5,0.075,,-0.1,-1.1,-1.2,0.2
386,Markieff Morris\morrima02,PF,32,MIA,10,187,10.5,0.533,0.314,0.071,7.9,9,8.4,11.7,0.8,0.6,14.3,20,,0.1,0.2,0.2,0.055,,-1.4,-0.2,-1.7,0
387,Monte Morris\morrimo01,PG,26,DEN,51,1529,14.4,0.564,0.401,0.093,1.4,9.4,5.5,21.1,1.1,0.5,8.5,18.1,,2.4,1,3.4,0.106,,0.5,-0.9,-0.4,0.6
388,Emmanuel Mudiay\mudiaem01,PG,25,SAC,2,11,12.7,0.399,0,2,0,0,0,43.2,4.4,0,21,18.5,,0,0,0,0.028,,-2.4,1.3,-1.1,0
389,Mychal Mulder\muldemy01,PG,27,ORL,15,195,2.3,0.405,0.687,0.03,1.1,10.4,5.7,2.2,1,0.5,10.5,16.9,,-0.5,0.1,-0.4,-0.094,,-6.6,-1.8,-8.5,-0.3
390,Ade Murkey\murkead01,SG,24,SAC,1,1,0,,,,0,0,0,0,0,0,,0,,0,0,0,-0.024,,-7.1,-2.5,-9.6,0
391,Trey Murphy III\murphtr02,SF,21,NOP,40,514,9.3,0.499,0.723,0.189,5.9,12.9,9.3,5.5,1.2,1.1,7,14.5,,0.3,0.3,0.6,0.054,,-1.7,-1.5,-3.2,-0.2
392,Dejounte Murray\murrade01,PG,25,SAS,48,1652,21.6,0.512,0.23,0.15,4,21.6,12.7,40.3,2.8,0.9,11.6,26.5,,2.5,2.3,4.8,0.139,,3.1,1.7,4.8,2.8
393,Mike Muscala\muscami01,C,30,OKC,43,592,20.3,0.63,0.657,0.23,3.6,19,11.1,6.4,1.5,4.1,4.9,21,,1.5,0.8,2.3,0.19,,3.9,1.1,5,1.1
394,Svi Mykhailiuk\mykhasv01,SF,24,TOR,41,648,10.4,0.523,0.554,0.157,3.2,11.8,7.3,8.8,1.9,0.6,11.4,16.3,,0.3,0.5,0.8,0.062,,-2,-0.3,-2.3,0
395,Abdel Nader\naderab01,SF,28,PHO,14,145,5,0.431,0.4,0.286,3,16.4,9.9,6,2.7,2.4,21.8,15,,-0.3,0.3,0,-0.004,,-7,2,-5,-0.1
396,Larry Nance Jr.\nancela02,PF,29,POR,37,858,14.8,0.581,0.313,0.247,7.2,19.8,13.4,12.3,2.2,1.5,11,12.5,,1.4,0.7,2.1,0.118,,0,0.5,0.5,0.5
397,RJ Nembhard Jr.\nembhrj01,SG,22,CLE,7,44,8.7,0.463,0.091,0.182,0,4.7,2.5,32,0,0,14.4,13.9,,0,0,0.1,0.06,,-3.9,-1.8,-5.7,0
398,Aaron Nesmith\nesmiaa01,SF,22,BOS,39,398,4.8,0.445,0.631,0.123,2.7,14.3,8.6,4.3,1.5,0.5,13.3,17.4,,-0.6,0.6,-0.1,-0.008,,-6.3,0.1,-6.3,-0.4
399,Raul Neto\netora01,PG,29,WAS,44,855,10.2,0.504,0.264,0.236,0.9,9.7,5.4,19.4,1.8,0.1,14.7,19.1,,-0.3,0.5,0.2,0.014,,-3.9,-0.4,-4.3,-0.5
400,Malik Newman\newmama01,PG,24,CLE,1,8,29.2,0.68,0.2,0.4,0,13,6.7,27.9,0,0,14.5,37.8,,0,0,0,0.204,,6.7,0.1,6.9,0
401,Georges Niang\niangge01,PF,28,PHI,50,1153,11.2,0.585,0.632,0.114,1.8,10.7,6.3,9.8,0.9,0.8,9.6,17.5,,1.1,0.8,1.9,0.078,,-1,-1.1,-2.1,0
402,Daishen Nix\nixda01,SG,19,HOU,8,67,17.5,0.704,0.35,0.15,1.6,14.8,8.2,24.6,5,0,29.7,19.2,,0,0.1,0.1,0.071,,-0.9,2.2,1.3,0.1
403,Zeke Nnaji\nnajize01,PF,21,DEN,38,623,15.4,0.659,0.429,0.365,10.1,14.9,12.6,3,1,1.8,8.8,15.4,,1.4,0.5,2,0.152,,0.2,-1.9,-1.7,0.1
404,Nerlens Noel\noelne01,C,27,NYK,25,562,12,0.581,0.05,0.5,9,18,13.4,5.7,2.7,5.5,21.5,7.3,,0.5,1,1.5,0.125,,-2.9,3,0.1,0.3
405,Jaylen Nowell\nowelja01,SG,22,MIN,40,603,17.3,0.557,0.365,0.209,2.5,11.9,7,21.5,1.8,1,6.8,21.3,,1.3,0.5,1.8,0.143,,1.1,-0.2,0.9,0.4
406,Frank Ntilikina\ntilila01,PG,23,DAL,44,567,9.7,0.501,0.522,0.133,1.3,10.7,6,13.5,2,1,11.6,17,,-0.1,0.8,0.7,0.061,,-3.3,0.9,-2.5,-0.1
407,Jusuf Nurkić\nurkiju01,C,27,POR,53,1481,20.2,0.582,0.093,0.445,11.1,32,21.3,15.9,2,2.2,16.7,23.6,,2.1,1.7,3.8,0.123,,0.1,0.1,0.2,0.8
408,David Nwaba\nwabada01,SF,29,HOU,34,477,15.5,0.551,0.248,0.348,6.7,23.3,15,8.6,2.2,3.5,9,15.9,,0.6,0.5,1,0.102,,-0.6,0.1,-0.5,0.2
409,Jordan Nwora\nworajo01,SF,23,MIL,42,805,11,0.51,0.505,0.066,3.7,16.6,10.3,7.8,1.2,1.6,10.9,19.6,,-0.2,0.9,0.7,0.042,,-2,-1.1,-3.1,-0.2
410,Royce O'Neale\onealro01,SF,28,UTA,51,1600,11.3,0.632,0.67,0.149,2.9,13.9,8.6,10.3,1.9,1.3,12.8,9.4,,2.4,1.9,4.3,0.128,,-0.2,2,1.9,1.6
411,Semi Ojeleye\ojelese01,PF,27,MIL,20,308,5.1,0.376,0.586,0.186,8.7,11,9.9,2.1,0.8,1.6,6.2,11.3,,-0.1,0.2,0.1,0.018,,-4.7,-1.8,-6.6,-0.4
412,Chuma Okeke\okekech01,PF,23,ORL,45,1064,12.1,0.498,0.59,0.112,2.7,17.6,10.1,9.7,2.8,2.1,8.7,16.4,,-0.1,1.3,1.2,0.055,,-1.7,1.4,-0.3,0.4
413,Josh Okogie\okogijo01,SG,23,MIN,33,408,7.3,0.466,0.48,0.493,6.3,9.4,7.8,5.6,2,2.4,15.7,11.1,,-0.1,0.4,0.3,0.036,,-4.2,0.4,-3.7,-0.2
414,Onyeka Okongwu\okongon01,C,21,ATL,22,486,20.1,0.75,0,0.491,11.1,17.1,14.2,6.9,1.6,6,16,14.1,,1.5,0.5,2,0.197,,0,1,1,0.4
415,Isaac Okoro\okorois01,SF,21,CLE,40,1148,10.4,0.567,0.387,0.316,4.2,7.9,6.1,8.8,1.4,0.9,11.3,13.9,,1.1,1.4,2.5,0.106,,-2.6,1,-1.6,0.1
416,KZ Okpala\okpalkz01,PF,22,MIA,21,244,10.6,0.521,0.377,0.159,5.1,13.8,9.5,8.3,0.8,3.1,6.3,14.3,,0.2,0.3,0.5,0.101,,-2.9,0.2,-2.7,0
417,Cameron Oliver\oliveca01,SF,25,ATL,2,43,21.8,0.705,0.2,0.2,5.1,10,7.6,11.2,1.1,2.1,0,16.6,,0.2,0,0.2,0.221,,2.6,-0.6,2,0
418,Kelly Olynyk\olynyke01,C,30,DET,17,351,15,0.49,0.409,0.286,7,18.6,12.4,24.6,2.2,2.6,13.5,24.5,,0,0.4,0.3,0.044,,-0.6,1,0.4,0.2
419,Eugene Omoruyi\omorueu01,SF,24,DAL,4,18,17.2,0.518,0.4,0.8,12.1,30.6,21.3,15.9,0,0,0,16.8,,0.1,0,0.1,0.206,,3.5,0.7,4.2,0
420,Miye Oni\onimi01,SG,24,UTA,16,44,0.5,0.265,0.889,0.111,2.6,14.3,8.7,14.2,0,0,9.6,10.3,,-0.1,0,0,-0.032,,-7.4,-0.4,-7.8,-0.1
421,Cedi Osman\osmande01,SF,26,CLE,43,998,13.1,0.547,0.629,0.202,2,8.7,5.5,12.8,1.9,0.7,8.2,20.4,,0.9,1.4,2.3,0.108,,-0.3,1,0.7,0.7
422,Daniel Oturu\oturuda01,C,22,TOR,3,27,13.6,0.549,0.167,0.833,3.8,16.9,10,0,0,7.2,0,13,,0,0,0.1,0.118,,-2.5,-2.8,-5.3,0
423,Kelly Oubre Jr.\oubreke01,SF,26,CHO,50,1423,15.7,0.563,0.589,0.188,4.1,11.4,7.6,6.2,1.9,1.4,6.3,23.5,,1.5,0.9,2.4,0.082,,0.7,-1.7,-1,0.3
424,Jaysean Paige\paigeja01,PG,27,DET,1,7,-22.3,0,0.667,0,0,16.3,7.7,18.6,0,0,25,24.5,,-0.1,0,-0.1,-0.583,,-25.1,-6.7,-31.7,0
425,Trayvon Palmer\palmetr01,SG,27,DET,1,17,-5.7,0,0,0,0,13.4,6.3,0,0,0,50,5,,-0.1,0,0,-0.138,,-13.3,-2.2,-15.5,-0.1
426,Kevin Pangos\pangoke01,PG,29,CLE,24,166,6.7,0.408,0.565,0.087,1.3,5.7,3.6,24.7,0.9,0,12.8,14.5,,0,0.2,0.1,0.033,,-4.5,-1.3,-5.8,-0.2
427,Jabari Parker\parkeja01,PF,26,BOS,12,112,15.2,0.632,0.421,0.237,4.8,21.7,13.4,8.2,1.8,0.8,16,19.6,,0.1,0.2,0.3,0.145,,-0.3,0.8,0.5,0.1
428,Eric Paschall\pascher01,PF,25,UTA,41,544,13.3,0.619,0.515,0.365,5,11.7,8.5,6.1,0.5,0.6,11.4,17.5,,1,0.4,1.3,0.116,,0.2,-1.3,-1.1,0.1
429,Chris Paul\paulch01,PG,36,PHO,54,1798,21,0.578,0.268,0.273,1,13,7.1,43.6,2.7,0.9,15.4,19.9,,5,3,8,0.215,,3,2.1,5.1,3.2
430,Cameron Payne\payneca01,PG,27,PHO,40,815,12.9,0.498,0.343,0.169,2.1,11.9,7.2,25.4,1.4,1.3,14.5,26,,-0.2,1.1,0.9,0.051,,-1,0.1,-1,0.2
431,Elfrid Payton\paytoel01,PG,27,PHO,34,397,8.1,0.404,0.097,0.177,4.7,13,9,22.6,2.2,0.9,20.7,18.3,,-0.6,0.6,0,-0.004,,-4.5,1.2,-3.3,-0.1
432,Gary Payton II\paytoga02,PG,29,GSW,52,872,19.5,0.689,0.356,0.186,7,16.1,11.7,7.3,3.9,1.9,8.6,14.6,,2.1,2,4.1,0.228,,1.3,3.6,4.9,1.5
433,Norvel Pelle\pelleno01,C,28,UTA,3,19,12.4,0.6,0,0,17.9,16.5,17.2,0,0,4.5,28.6,16,,0,0,0,0.042,,-2.7,-4.2,-6.9,0
434,Reggie Perry\perryre01,PF,21,TOT,3,51,7.9,0.597,0.2,0.2,4.2,13.2,8.6,5.5,1,0,8.4,10.1,,0.1,0,0.1,0.071,,-4.9,-1.9,-6.8,-0.1
434,Reggie Perry\perryre01,PF,21,POR,2,41,8.8,0.557,0.222,0.222,5.2,13.7,9.4,6.9,1.2,0,9.2,11.6,,0,0,0.1,0.067,,-4.3,-2.1,-6.4,0
434,Reggie Perry\perryre01,PF,21,IND,1,10,4.4,1,0,0,0,11.1,5.5,0,0,0,0,4.3,,0,0,0,0.088,,-7.5,-0.9,-8.5,0
435,Jamorko Pickett\pickeja01,PF,24,DET,6,47,-4.2,0.15,0.7,0,4.3,17,10.3,2.8,0,1.9,23.1,11.9,,-0.2,0,-0.2,-0.193,,-9.4,-4.2,-13.6,-0.1
436,Theo Pinson\pinsoth01,SF,26,DAL,16,120,8.2,0.415,0.781,0.125,0.9,16.5,8.7,14.7,1.7,1.5,5.6,13.3,,0,0.2,0.2,0.061,,-3.4,1.3,-2.1,0
437,Mason Plumlee\plumlma01,C,31,CHO,47,1196,14.5,0.589,0.009,0.464,10,22.5,16.1,15.2,1.8,2.5,18.8,11.7,,1.7,1.2,2.9,0.118,,-1.6,1.3,-0.2,0.5
438,Jakob Poeltl\poeltja01,C,26,SAS,45,1296,21.1,0.604,0,0.28,14.2,18.7,16.4,13.9,1.2,5,12.5,18.3,,3,1.6,4.6,0.169,,1.1,0.6,1.7,1.2
439,Aleksej Pokusevski\pokusal01,PF,20,OKC,38,601,9.8,0.449,0.46,0.066,6.2,20.9,13.4,11.5,1.8,3,16.8,18.8,,-0.9,0.9,-0.1,-0.005,,-4.1,0.6,-3.5,-0.2
440,Yves Pons\ponsyv01,SF,22,MEM,7,22,4.1,0.387,0.333,0.667,9.4,14.7,12,0,0,0,0,7.3,,0,0,0,0.026,,-4.1,-2.6,-6.7,0
441,Jordan Poole\poolejo01,SG,22,GSW,49,1430,14.7,0.583,0.551,0.247,1.7,9.7,5.9,18.6,1.4,1,14.1,24.8,,1.5,2,3.5,0.117,,0,-0.2,-0.2,0.7
442,Kevin Porter Jr.\porteke02,PG,21,HOU,37,1108,11.4,0.508,0.505,0.271,2.7,11.9,7.3,31.4,1.9,0.8,21.4,23.7,,-0.8,0.4,-0.4,-0.017,,-1.4,-1.9,-3.3,-0.4
443,Michael Porter Jr.\portemi01,SF,23,DEN,9,265,7.8,0.416,0.466,0.087,3.9,20.7,12.4,9,1.9,0.7,10.1,19.9,,-0.5,0.3,-0.2,-0.028,,-3.7,0.4,-3.4,-0.1
444,Otto Porter Jr.\porteot01,PF,28,GSW,45,972,16.7,0.599,0.567,0.108,5,20.2,12.9,10.7,2.5,2.2,6.7,15.3,,1.8,2,3.8,0.188,,1.6,2.6,4.2,1.5
445,Bobby Portis\portibo01,C,26,MIL,47,1351,18.9,0.588,0.377,0.149,9.7,23.2,16.6,7.1,1.2,2.9,10.1,22,,2.4,1.9,4.3,0.152,,1.6,-0.9,0.7,0.9
446,Kristaps Porziņģis\porzikr01,PF,26,DAL,34,1002,22.1,0.561,0.341,0.335,6.9,21.7,14.2,11.8,1.3,5.4,8.3,28.4,,1.7,1.8,3.6,0.172,,2.5,0.8,3.3,1.3
447,Micah Potter\pottemi01,C,23,DET,3,31,13.9,0.505,0.182,0.182,13.1,18.4,15.6,0,1.6,2.9,7.8,17.8,,0,0,0,0.073,,-4.1,-3.2,-7.3,0
448,Dwight Powell\poweldw01,C,30,DAL,55,1116,16.7,0.702,0.131,0.504,10.5,13.2,11.9,8,1.3,1.8,12.7,13.2,,3.2,1.5,4.7,0.202,,-0.3,0.8,0.5,0.7
449,Myles Powell\powelmy01,PG,24,PHI,11,52,0.4,0.364,0.353,0.118,2.2,10.5,6.4,8,1,0,14.4,18.1,,-0.2,0,-0.1,-0.108,,-10.3,-2.3,-12.7,-0.1
450,Norman Powell\powelno01,SF-SG,28,TOT,42,1380,16.3,0.597,0.421,0.365,1.4,9.4,5.3,10.4,1.5,1.3,8.9,23,,2.4,0.5,2.9,0.099,,1.1,-1.6,-0.6,0.5
450,Norman Powell\powelno01,SF,28,POR,40,1333,15.8,0.593,0.423,0.365,1.4,9.6,5.4,9.9,1.5,1.2,9,22.6,,2.2,0.4,2.6,0.093,,0.8,-1.7,-0.9,0.4
450,Norman Powell\powelno01,SG,28,LAC,2,47,29.7,0.679,0.393,0.357,2.3,4.3,3.3,25.7,1,3.6,8.5,32.9,,0.2,0,0.3,0.269,,8.1,-0.3,7.8,0.1
451,Joshua Primo\primojo01,SG,19,SAS,26,400,7.7,0.473,0.521,0.149,4.1,7.1,5.6,11.5,1.1,2.9,17.3,16.5,,-0.3,0.3,-0.1,-0.01,,-3.1,-1.2,-4.2,-0.2
452,Taurean Prince\princta02,PF,27,MIN,44,685,11.7,0.596,0.61,0.185,2.7,13.8,8.1,8,1.8,1.4,12.5,15.1,,0.6,0.6,1.3,0.09,,-1.3,0,-1.2,0.1
453,Payton Pritchard\pritcpa01,SG,24,BOS,45,548,11.1,0.516,0.605,0.068,2.4,11.2,6.8,20.5,0.7,0.7,12.1,19.3,,0.3,0.6,0.9,0.079,,-0.9,-0.8,-1.7,0
454,Trevelin Queen\queentr01,SG,24,HOU,8,69,15.5,0.61,0.759,0.103,7.9,14.4,11.1,7.1,3.4,0,18.8,22.9,,0,0.1,0.1,0.046,,0.5,-0.8,-0.4,0
455,Neemias Queta\quetane01,C,22,SAC,10,56,12.9,0.417,0,0.217,20.9,15.5,18.2,10.5,0.9,6.1,13.7,22.3,,0,0,0,0.008,,-5,-1.4,-6.4,-0.1
456,Immanuel Quickley\quickim01,PG,22,NYK,51,1108,11.6,0.509,0.572,0.207,1.6,10,5.8,22,1.5,0.3,11.8,21.6,,0.7,0.8,1.5,0.064,,-1.5,-0.7,-2.3,-0.1
457,Jahmi'us Ramsey\ramseja01,SG,20,SAC,19,134,8.2,0.468,0.31,0.241,3.2,7.3,5.2,7.9,0.4,0.6,7.2,22,,-0.1,0,-0.1,-0.042,,-3.2,-3.7,-6.9,-0.2
458,Julius Randle\randlju01,PF,27,NYK,53,1874,16,0.514,0.325,0.291,5.6,24.8,15.1,24.9,1.1,1.6,15.7,27.5,,0.2,2.3,2.5,0.065,,0.5,0.1,0.6,1.2
